geneset,go_id,gene
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,LPGAT1
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,MBOAT7
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,TAFAZZIN
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,LPCAT2
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,MBOAT2
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,LPCAT1
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,AGPAT1
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,AGPAT2
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,CRLS1
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,LCLAT1
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,AGPAT3
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,AGPAT4
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,AGPAT5
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,MBOAT1
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,LPCAT4
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,LPCAT3
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,GPAT2
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,GPAT4
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,GPAT3
1-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0003841,PNPLA3
1-Acylglycerophosphocholine O-acyltransferase Activity,GO:0047184,PRDX5
1-Acylglycerophosphocholine O-acyltransferase Activity,GO:0047184,TAFAZZIN
1-Acylglycerophosphocholine O-acyltransferase Activity,GO:0047184,LPCAT4
1-Acylglycerophosphocholine O-acyltransferase Activity,GO:0047184,LPCAT3
1-Acylglycerophosphocholine O-acyltransferase Activity,GO:0047184,LPCAT2
1-Acylglycerophosphocholine O-acyltransferase Activity,GO:0047184,MBOAT2
1-Alkyl-2-Acetylglycerophosphocholine Esterase Activity,GO:0003847,PLA2G10
1-Alkyl-2-Acetylglycerophosphocholine Esterase Activity,GO:0003847,PLA2G6
1-Alkyl-2-Acetylglycerophosphocholine Esterase Activity,GO:0003847,PLA2G7
1-Alkyl-2-Acetylglycerophosphocholine Esterase Activity,GO:0003847,PAFAH2
1-Alkyl-2-Acetylglycerophosphocholine Esterase Activity,GO:0003847,PAFAH1B3
1-Alkyl-2-Acetylglycerophosphocholine Esterase Activity,GO:0003847,PAFAH1B2
1-Phosphatidylinositol Binding,GO:0005545,EPB41
1-Phosphatidylinositol Binding,GO:0005545,ZFYVE9
1-Phosphatidylinositol Binding,GO:0005545,FRMPD2
1-Phosphatidylinositol Binding,GO:0005545,SESTD1
1-Phosphatidylinositol Binding,GO:0005545,ZFYVE1
1-Phosphatidylinositol Binding,GO:0005545,SNAP91
1-Phosphatidylinositol Binding,GO:0005545,SNX10
1-Phosphatidylinositol Binding,GO:0005545,PICALM
1-Phosphatidylinositol Binding,GO:0005545,SCIN
1-Phosphatidylinositol Binding,GO:0005545,ZFYVE16
1-Phosphatidylinositol Binding,GO:0005545,WDFY1
1-Phosphatidylinositol Binding,GO:0005545,WDFY3
1-Phosphatidylinositol Binding,GO:0005545,SNX9
1-Phosphatidylinositol Binding,GO:0005545,SCARB1
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,PIK3CB
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,PIK3CA
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,CLSTN1
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,PIK3R3
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,PIK3C2G
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,PIK3C3
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,PIK3C2B
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,PIK3C2A
1-Phosphatidylinositol-3-Kinase Activity,GO:0016303,PIK3CG
1-Phosphatidylinositol-3-Kinase Regulator Activity,GO:0046935,PIK3R1
1-Phosphatidylinositol-3-Kinase Regulator Activity,GO:0046935,PIK3R5
1-Phosphatidylinositol-3-Kinase Regulator Activity,GO:0046935,PIK3R3
1-Phosphatidylinositol-3-Kinase Regulator Activity,GO:0046935,PIK3R2
1-Phosphatidylinositol-3-Kinase Regulator Activity,GO:0046935,PIK3R6
"1-Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity",GO:0046934,PIK3CB
"1-Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity",GO:0046934,PIK3CA
"1-Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity",GO:0046934,PIK3C2A
"1-Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity",GO:0046934,PIK3CG
"1-Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity",GO:0046934,PIK3R6
1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity,GO:0035005,PIK3CB
1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity,GO:0035005,PIK3CA
1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity,GO:0035005,PIK3C2G
1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity,GO:0035005,PIK3C2B
1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity,GO:0035005,PIK3C2A
1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity,GO:0035005,PIK3CG
1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity,GO:0016308,PIP5KL1
1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity,GO:0016308,PIP4K2A
1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity,GO:0016308,PIP5K1A
1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity,GO:0016308,PIP4K2B
1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity,GO:0016308,PIP5K1B
1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity,GO:0016308,PIP4K2C
1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity,GO:0016308,PIP5K1C
11-Cis Retinal Binding,GO:0005502,OPN3
11-Cis Retinal Binding,GO:0005502,OPN5
11-Cis Retinal Binding,GO:0005502,CYP27C1
11-Cis Retinal Binding,GO:0005502,OPN4
11-Cis Retinal Binding,GO:0005502,RHOD
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,ISCA2
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,ISCA1
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,RFESD
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,CISD2
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,CISD3
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,CISD1
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,SDHB
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,SLC25A39
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,FDX1
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,NFU1
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,ISCU
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,CIAPIN1
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,FXN
"2 Iron, 2 Sulfur Cluster Binding",GO:0051537,XDH
2-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0047144,LPGAT1
2-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0047144,MBOAT7
2-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0047144,LPCAT4
2-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0047144,LPCAT3
2-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0047144,LPCAT2
2-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0047144,MBOAT2
2-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0047144,LPCAT1
2-Acylglycerol-3-Phosphate O-acyltransferase Activity,GO:0047144,MBOAT1
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,EGLN2
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,JMJD4
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM4A
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,EGLN1
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM4B
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM2A
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM4C
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,EGLN3
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM2B
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM4D
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,PHYH
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM4E
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,TYW5
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,BBOX1
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,TET3
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,TET2
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,TET1
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,TMLHE
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,HSPBAP1
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,JMJD6
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,JMJD7
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,RIOX2
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,RIOX1
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM7A
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM5A
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM5B
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM8
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,FTO
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM3A
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM5C
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM5D
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,PHF2
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,PHF8
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,ALKBH4
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,PHYHD1
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,ALKBH3
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,ALKBH5
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,ALKBH2
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,UTY
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,P4HTM
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM6A
2-Oxoglutarate-Dependent Dioxygenase Activity,GO:0016706,KDM6B
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE1C
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE1B
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE1A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE4D
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE11A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE2A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE3B
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE4C
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE3A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE4B
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE4A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE6C
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE5A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE6B
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE6A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE7B
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE7A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE8B
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE8A
"3',5'-cyclic-AMP Phosphodiesterase Activity",GO:0004115,PDE9A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE1C
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE1B
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE1A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE4D
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE11A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE2A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE3B
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE4C
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE3A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE4B
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE4A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE6C
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE5A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE6B
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE6A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE7B
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE7A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE8B
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE8A
"3',5'-cyclic-GMP Phosphodiesterase Activity",GO:0047555,PDE9A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE1C
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE1B
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE4D
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE11A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE2A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE3B
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE4C
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE3A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE4B
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE4A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE6C
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE5A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE6B
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE6A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE7B
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE7A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE8B
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE8A
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity",GO:0004114,PDE9A
3'-5' DNA Helicase Activity,GO:0043138,HELQ
3'-5' DNA Helicase Activity,GO:0043138,BLM
3'-5' DNA Helicase Activity,GO:0043138,DHX9
3'-5' DNA Helicase Activity,GO:0043138,FBH1
3'-5' DNA Helicase Activity,GO:0043138,FANCM
3'-5' DNA Helicase Activity,GO:0043138,RECQL
3'-5' DNA Helicase Activity,GO:0043138,NAV2
3'-5' DNA Helicase Activity,GO:0043138,RECQL5
3'-5' DNA Helicase Activity,GO:0043138,RECQL4
3'-5' DNA Helicase Activity,GO:0043138,WRN
3'-5' DNA Helicase Activity,GO:0043138,ERCC3
3'-5' DNA Helicase Activity,GO:0043138,MCM5
3'-5' DNA Helicase Activity,GO:0043138,MCM6
3'-5' DNA Helicase Activity,GO:0043138,MCM7
3'-5' RNA Helicase Activity,GO:0034458,DHX9
3'-5' RNA Helicase Activity,GO:0034458,YTHDC2
3'-5' RNA Helicase Activity,GO:0034458,DHX38
3'-5' RNA Helicase Activity,GO:0034458,SKIC2
3'-5' RNA Helicase Activity,GO:0034458,DHX40
3'-5' RNA Helicase Activity,GO:0034458,SUPV3L1
3'-5' Exonuclease Activity,GO:0008408,CNOT6L
3'-5' Exonuclease Activity,GO:0008408,TOE1
3'-5' Exonuclease Activity,GO:0008408,PNPT1
3'-5' Exonuclease Activity,GO:0008408,REXO2
3'-5' Exonuclease Activity,GO:0008408,DIS3
3'-5' Exonuclease Activity,GO:0008408,TREX2
3'-5' Exonuclease Activity,GO:0008408,NME5
3'-5' Exonuclease Activity,GO:0008408,POLGARF
3'-5' Exonuclease Activity,GO:0008408,POLRMT
3'-5' Exonuclease Activity,GO:0008408,USB1
3'-5' Exonuclease Activity,GO:0008408,RAD50
3'-5' Exonuclease Activity,GO:0008408,REXO4
3'-5' Exonuclease Activity,GO:0008408,TATDN1
3'-5' Exonuclease Activity,GO:0008408,NME1
3'-5' Exonuclease Activity,GO:0008408,CNOT6
3'-5' Exonuclease Activity,GO:0008408,ISG20
3'-5' Exonuclease Activity,GO:0008408,PNLDC1
3'-5' Exonuclease Activity,GO:0008408,CNOT7
3'-5' Exonuclease Activity,GO:0008408,CNOT8
3'-5' Exonuclease Activity,GO:0008408,NME7
3'-5' Exonuclease Activity,GO:0008408,XRN2
3'-5' Exonuclease Activity,GO:0008408,NME8
3'-5' Exonuclease Activity,GO:0008408,APLF
3'-5' Exonuclease Activity,GO:0008408,PDE12
3'-5' Exonuclease Activity,GO:0008408,MRE11
3'-5' Exonuclease Activity,GO:0008408,RAD9A
3'-5' Exonuclease Activity,GO:0008408,EXD1
3'-5' Exonuclease Activity,GO:0008408,EXD2
3'-5' Exonuclease Activity,GO:0008408,TRIR
3'-5' Exonuclease Activity,GO:0008408,DIS3L
3'-5' Exonuclease Activity,GO:0008408,PARN
3'-5' Exonuclease Activity,GO:0008408,EXOSC7
3'-5' Exonuclease Activity,GO:0008408,MYG1
3'-5' Exonuclease Activity,GO:0008408,EXOSC10
3'-5' Exonuclease Activity,GO:0008408,EXOSC5
3'-5' Exonuclease Activity,GO:0008408,WRN
3'-5' Exonuclease Activity,GO:0008408,ERI1
3'-5' Exonuclease Activity,GO:0008408,ERI2
3'-5' Exonuclease Activity,GO:0008408,NOCT
3'-5' Exonuclease Activity,GO:0008408,POLD1
3'-5' Exonuclease Activity,GO:0008408,EXOSC9
3'-5' Exonuclease Activity,GO:0008408,NLRP4
3'-5' Exonuclease Activity,GO:0008408,TREX1
3'-5' Exonuclease Activity,GO:0008408,EXOSC4
3'-5' Exonuclease Activity,GO:0008408,EXOSC3
3'-5' Exonuclease Activity,GO:0008408,DIS3L2
3'-5' Exonuclease Activity,GO:0008408,EXOSC2
3'-5'-DNA Exonuclease Activity,GO:0008296,EXD2
3'-5'-DNA Exonuclease Activity,GO:0008296,REXO2
3'-5'-DNA Exonuclease Activity,GO:0008296,TREX2
3'-5'-DNA Exonuclease Activity,GO:0008296,POLGARF
3'-5'-DNA Exonuclease Activity,GO:0008296,TATDN1
3'-5'-DNA Exonuclease Activity,GO:0008296,ISG20
3'-5'-DNA Exonuclease Activity,GO:0008296,POLE
3'-5'-DNA Exonuclease Activity,GO:0008296,POLD1
3'-5'-DNA Exonuclease Activity,GO:0008296,APEX2
3'-5'-DNA Exonuclease Activity,GO:0008296,EXO5
3'-5'-DNA Exonuclease Activity,GO:0008296,TREX1
3'-5'-DNA Exonuclease Activity,GO:0008296,MRE11
3'-5'-DNA Exonuclease Activity,GO:0008296,MEIOB
3'-5'-RNA Exonuclease Activity,GO:0000175,CNOT6L
3'-5'-RNA Exonuclease Activity,GO:0000175,TOE1
3'-5'-RNA Exonuclease Activity,GO:0000175,PNPT1
3'-5'-RNA Exonuclease Activity,GO:0000175,REXO2
3'-5'-RNA Exonuclease Activity,GO:0000175,DIS3
3'-5'-RNA Exonuclease Activity,GO:0000175,POLRMT
3'-5'-RNA Exonuclease Activity,GO:0000175,USB1
3'-5'-RNA Exonuclease Activity,GO:0000175,PAN3
3'-5'-RNA Exonuclease Activity,GO:0000175,CNOT6
3'-5'-RNA Exonuclease Activity,GO:0000175,ISG20
3'-5'-RNA Exonuclease Activity,GO:0000175,PNLDC1
3'-5'-RNA Exonuclease Activity,GO:0000175,CNOT7
3'-5'-RNA Exonuclease Activity,GO:0000175,CNOT8
3'-5'-RNA Exonuclease Activity,GO:0000175,XRN2
3'-5'-RNA Exonuclease Activity,GO:0000175,CNOT2
3'-5'-RNA Exonuclease Activity,GO:0000175,PDE12
3'-5'-RNA Exonuclease Activity,GO:0000175,EXD2
3'-5'-RNA Exonuclease Activity,GO:0000175,DIS3L
3'-5'-RNA Exonuclease Activity,GO:0000175,PARN
3'-5'-RNA Exonuclease Activity,GO:0000175,EXOSC7
3'-5'-RNA Exonuclease Activity,GO:0000175,HELZ2
3'-5'-RNA Exonuclease Activity,GO:0000175,MYG1
3'-5'-RNA Exonuclease Activity,GO:0000175,EXOSC10
3'-5'-RNA Exonuclease Activity,GO:0000175,EXOSC5
3'-5'-RNA Exonuclease Activity,GO:0000175,ERI1
3'-5'-RNA Exonuclease Activity,GO:0000175,ERI2
3'-5'-RNA Exonuclease Activity,GO:0000175,NOCT
3'-5'-RNA Exonuclease Activity,GO:0000175,EXOSC9
3'-5'-RNA Exonuclease Activity,GO:0000175,NLRP4
3'-5'-RNA Exonuclease Activity,GO:0000175,EXOSC4
3'-5'-RNA Exonuclease Activity,GO:0000175,EXOSC3
3'-5'-RNA Exonuclease Activity,GO:0000175,DIS3L2
3'-5'-RNA Exonuclease Activity,GO:0000175,EXOSC2
3-hydroxyacyl-CoA Dehydratase Activity,GO:0018812,HACD2
3-hydroxyacyl-CoA Dehydratase Activity,GO:0018812,HACD1
3-hydroxyacyl-CoA Dehydratase Activity,GO:0018812,HSD17B4
3-hydroxyacyl-CoA Dehydratase Activity,GO:0018812,HTD2
3-hydroxyacyl-CoA Dehydratase Activity,GO:0018812,HACD4
3-hydroxyacyl-CoA Dehydratase Activity,GO:0018812,HACD3
3-hydroxyacyl-CoA Dehydrogenase Activity,GO:0003857,HADHB
3-hydroxyacyl-CoA Dehydrogenase Activity,GO:0003857,HADHA
3-hydroxyacyl-CoA Dehydrogenase Activity,GO:0003857,HSD17B4
3-hydroxyacyl-CoA Dehydrogenase Activity,GO:0003857,HADH
3-hydroxyacyl-CoA Dehydrogenase Activity,GO:0003857,HSD17B10
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,IREB2
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,ISCA2
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,NUBPL
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,PRIM2
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,RSAD1
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,RSAD2
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,ETFDH
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,SDHB
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,DPH1
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,DPH2
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,NFU1
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,POLR3F
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,EXO5
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,ACO2
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,METTL17
"4 Iron, 4 Sulfur Cluster Binding",GO:0051539,MOCS1
4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase Activity,GO:0017083,FUT7
4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase Activity,GO:0017083,FUT6
4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase Activity,GO:0017083,FUT9
4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase Activity,GO:0017083,FUT5
4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase Activity,GO:0017083,FUT4
5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] Hydrolase Activity,GO:0140933,NUDT3
5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] Hydrolase Activity,GO:0140933,NUDT1
5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] Hydrolase Activity,GO:0140933,NUDT16
5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] Hydrolase Activity,GO:0140933,NUDT16L1
5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] Hydrolase Activity,GO:0140933,NUDT7
5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] Hydrolase Activity,GO:0140933,NUDT4
5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] Hydrolase Activity,GO:0140933,NUDT5
5'-3' DNA Exonuclease Activity,GO:0035312,DCLRE1C
5'-3' DNA Exonuclease Activity,GO:0035312,MGME1
5'-3' DNA Exonuclease Activity,GO:0035312,DCLRE1B
5'-3' DNA Exonuclease Activity,GO:0035312,EXO1
5'-3' DNA Exonuclease Activity,GO:0035312,EXO5
5'-3' DNA Exonuclease Activity,GO:0035312,DCLRE1A
5'-3' DNA Exonuclease Activity,GO:0035312,PLD4
5'-3' DNA Exonuclease Activity,GO:0035312,PLD3
5'-3' DNA Helicase Activity,GO:0043139,HELB
5'-3' DNA Helicase Activity,GO:0043139,ERCC2
5'-3' DNA Helicase Activity,GO:0043139,PIF1
5'-3' DNA Helicase Activity,GO:0043139,TWNK
5'-3' DNA Helicase Activity,GO:0043139,DDX11
5'-3' DNA Helicase Activity,GO:0043139,IGHMBP2
5'-3' DNA Helicase Activity,GO:0043139,DNA2
5'-3' DNA Helicase Activity,GO:0043139,ZGRF1
5'-3' RNA Polymerase Activity,GO:0034062,POLR2J2
5'-3' RNA Polymerase Activity,GO:0034062,POLR2J3
5'-3' RNA Polymerase Activity,GO:0034062,TRNT1
5'-3' RNA Polymerase Activity,GO:0034062,POLRMT
5'-3' RNA Polymerase Activity,GO:0034062,POLR3A
5'-3' RNA Polymerase Activity,GO:0034062,POLR3B
5'-3' RNA Polymerase Activity,GO:0034062,MED20
5'-3' RNA Polymerase Activity,GO:0034062,POLR1A
5'-3' RNA Polymerase Activity,GO:0034062,POLR3C
5'-3' RNA Polymerase Activity,GO:0034062,POLR1B
5'-3' RNA Polymerase Activity,GO:0034062,MED21
5'-3' RNA Polymerase Activity,GO:0034062,POLR1D
